country,origin,system,status,matID,url
Russia,Soviet Union,T-72B,abandoned,732,https://i.postimg.cc/8zz8WcH7/763.png
Russia,Soviet Union,T-72B,abandoned,733,https://i.postimg.cc/1tvs3GFY/470.png
Russia,Soviet Union,T-72B,abandoned,734,https://i.postimg.cc/sfLpFS54/4566.png
Russia,Soviet Union,T-72B,abandoned,735,https://i.postimg.cc/zv3Z8G8D/5570.png
Russia,Soviet Union,T-72B,abandoned,736,https://i.postimg.cc/QCL5TQsB/d24.png
Russia,Soviet Union,T-72B,abandoned,737,https://i.postimg.cc/KzgLWJ4m/341.png
Russia,Russia,T-72B Obr. 1989,abandoned,765,https://i.postimg.cc/rsFyfrR7/h8.png
Russia,Russia,T-72B Obr. 1989,abandoned,766,https://i.postimg.cc/6qVQKzjC/4t.png
Russia,Russia,T-72B3,abandoned,777,https://i.postimg.cc/fLmkGMYm/5g6.png
Russia,Russia,T-72B3,abandoned,778,https://i.postimg.cc/4Nvz1J9Q/42.png
Russia,Russia,T-72B3,abandoned,779,https://i.postimg.cc/9Q0cgWhd/3dh0.png
Russia,Russia,T-72B3,abandoned,780,https://i.postimg.cc/sDXVZcxD/d31.png
Russia,Russia,T-72B3,abandoned,781,https://i.postimg.cc/C5JhNWxL/d31.jpg
Russia,Russia,T-72B3 Obr. 2016,abandoned,7113,https://i.postimg.cc/44PbCC3z/v44.png
Russia,Russia,T-72B3 Obr. 2016,abandoned,7114,https://i.postimg.cc/c6ysfCQt/c9.png
Russia,Russia,T-72B3 Obr. 2016,abandoned,7115,https://i.postimg.cc/prkfqWMs/b4.jpg
Russia,Russia,T-72B3 Obr. 2016,abandoned,7116,https://i.postimg.cc/brDMR83Y/d4g.png
Russia,Russia,T-72B3 Obr. 2016,abandoned,7117,https://i.postimg.cc/G3jxcQTv/b55.jpg
Russia,Soviet Union,T-80BV,abandoned,7151,https://i.postimg.cc/fbx3fPBg/665f.jpg
Russia,Soviet Union,T-80BV,abandoned,7152,https://i.postimg.cc/X7GD7K2Y/h66.jpg
Russia,Russia,T-80U,abandoned,7162,https://i.postimg.cc/2Src3YPH/b67.png
Russia,Russia,T-80U,abandoned,7163,https://i.postimg.cc/Bb1f2rCj/b8.jpg
Russia,Russia,T-80U,abandoned,7164,https://i.postimg.cc/8Ck7L8Zk/m88.png
Russia,Russia,T-80U,abandoned,7165,https://i.postimg.cc/L6bcSj1H/77633.png
Russia,Russia,T-80U,abandoned,7166,https://i.postimg.cc/Y0bvnMbC/l8.png
Russia,Russia,T-80U,abandoned,7167,https://i.postimg.cc/6pZrMGJj/5554.png
Russia,Russia,T-80U,abandoned,7168,https://i.postimg.cc/fT1zwVth/l2.png
Russia,Russia,T-80U,abandoned,7169,https://i.postimg.cc/Kjw2vWY5/l3.png
Russia,Russia,T-80U,abandoned,7170,https://i.postimg.cc/prNhDTGN/n77.png 
Russia,Russia,T-80U,abandoned,7171,https://i.postimg.cc/90L44nrM/f58.png
Russia,Russia,T-80U,abandoned,7172,https://i.postimg.cc/mg84T7cL/4g.jpg
Russia,Russia,T-80U,abandoned,7173,https://i.postimg.cc/rF2MjVXk/5g3.jpg
Russia,Russia,T-80U,abandoned,7174,https://i.postimg.cc/vBWYKzb7/47.png
Russia,Russia,T-80U,abandoned,7175,https://i.postimg.cc/5ys6P3S7/652.png
Russia,Russia,T-80UK,abandoned,7195,https://i.postimg.cc/Tw85mW08/f4.png
Russia,Russia,T-80BVM,abandoned,7202,https://i.postimg.cc/ZnF3nGrh/7uu.jpg
Russia,Russia,T-90A,abandoned,7219,https://i.postimg.cc/vHYqqTjM/544.png
Russia,Russia,T-90A,abandoned,7220,https://i.postimg.cc/90XRZvq9/4432.png
Russia,Russia,T-90A,abandoned,7221,https://i.postimg.cc/PJxLN77q/3h.png
Russia,Russia,T-90A,abandoned,7222,https://i.postimg.cc/5txSTbY7/368.png
Russia,Russia,Unknown tank,abandoned,7244,https://i.postimg.cc/j23fFqPt/875.jpg
Russia,Russia,Unknown tank,abandoned,7245,https://i.postimg.cc/L67vXhmv/541.jpg
Russia,Soviet Union,BMP-1Khs,abandoned,7250,https://i.postimg.cc/6qdwks4D/n7.jpg
Russia,Soviet Union,MT-LB,abandoned,7276,https://i.postimg.cc/GpG26n3R/446.png
Russia,Soviet Union,MT-LB,abandoned,7277,https://i.postimg.cc/Y21qgqY7/7766.jpg
Russia,Soviet Union,MT-LB,abandoned,7278,https://i.postimg.cc/mkwsnkyF/433.png
Russia,Soviet Union,MT-LB,abandoned,7279,https://i.postimg.cc/1z6127Wh/h54.png
Russia,Soviet Union,MT-LB,abandoned,7280,https://i.postimg.cc/vHYqqTjM/544.png
Russia,Soviet Union,MT-LB,abandoned,7281,https://i.postimg.cc/yNdpdVtm/d1.png
Russia,Soviet Union,MT-LB,abandoned,7282,https://i.postimg.cc/dV6Sf0SG/6hf.png
Russia,Soviet Union,MT-LB,abandoned,7283,https://i.postimg.cc/MT7GfMmt/467.png
Russia,Soviet Union,MT-LB,abandoned,7284,https://i.postimg.cc/yYY0Hk5C/73.jpg
Russia,Soviet Union,MT-LB,abandoned,7285,https://i.postimg.cc/ZRgTChvT/f24.png
Russia,Soviet Union,MT-LB,abandoned,7286,https://i.postimg.cc/SRx4st8h/46805.png
Russia,Soviet Union,MT-LB,abandoned,7287,https://i.postimg.cc/mrJwQRQ2/f69.png
Russia,Soviet Union,MT-LB,abandoned,7288,https://i.postimg.cc/44Pdb9wn/48.png
Russia,Soviet Union,MT-LB,abandoned,7289,https://i.postimg.cc/43RcYDPt/m2.png
Russia,Soviet Union,MT-LB,abandoned,7290,https://i.postimg.cc/mr3HCmpn/m3.png
Russia,Soviet Union,MT-LB,abandoned,7291,https://i.postimg.cc/26bSBK7B/6j.png
Russia,Soviet Union,MT-LB,abandoned,7292,https://i.postimg.cc/3RqpkBLf/329.png
Russia,Soviet Union,MT-LB,abandoned,7293,https://i.postimg.cc/Gp549LKJ/h24.png
Russia,Soviet Union,MT-LBM 6MB,abandoned,7337,https://i.postimg.cc/pr29GJz8/359.png
Russia,Soviet Union,MT-LBu,abandoned,7343,https://i.postimg.cc/gc14s4Fb/a2.png
Russia,Soviet Union,MT-LBu,abandoned,7344,https://i.postimg.cc/sgntV80G/44fss.png
Russia,Soviet Union,MT-LBu,abandoned,7345,https://i.postimg.cc/63JZBWDQ/b76.png
Russia,Soviet Union,MT-LBu,abandoned,7346,https://i.postimg.cc/rs9z99Nk/f16.png
Russia,Soviet Union,1V13 battery fire control center,abandoned,7352,https://i.postimg.cc/CxMBs7WF/436.png
Russia,Russia,Vityaz DT-30 articulated tracked carrier,abandoned,7360,https://i.postimg.cc/nrSm0HNP/5g.png
Russia,Soviet Union,9P149 Shturm-S ATGM carrier,abandoned,7365,https://i.postimg.cc/Qdw6LXPV/98u.png
Russia,Soviet Union,9P149 Shturm-S ATGM carrier,abandoned,7366,https://i.postimg.cc/8PNsyDd1/3f.jpg
Russia,Russia,R-149MA1 command and staff vehicle,abandoned,7372,https://i.postimg.cc/jSgsKMn3/g553.jpg
Russia,Russia,R-149MA1 command and staff vehicle,abandoned,7373,https://i.postimg.cc/TY9CCkH1/h6n.jpg
Russia,Russia,R-149MA1 command and staff vehicle,abandoned,7374,https://postlmg.cc/DWr360St
Russia,Russia,TZM-T reloader vehicle (for TOS-1A),abandoned,7381,https://i.postimg.cc/3wM0txDr/4b.png
Russia,Russia,TZM-T reloader vehicle (for TOS-1A),abandoned,7382,https://i.postimg.cc/T20m5nwc/5422.png
Russia,Russia,Unknown AFV,abandoned,7409,https://i.postimg.cc/yNKDhgkN/5g.png
Russia,Russia,Unknown AFV,abandoned,7410,https://i.postimg.cc/Y965xPHs/67.jpg
Russia,Soviet Union,BMP-2,abandoned,7475,https://i.postimg.cc/vBy9TRg0/77699.png
Russia,Soviet Union,BMP-2,abandoned,7476,https://i.postimg.cc/XYyYKfsy/Screenshot-8236.png
Russia,Soviet Union,BMP-2,abandoned,7477,https://i.postimg.cc/2jX5hmCS/u1.jpg
Russia,Soviet Union,BMP-2,abandoned,7478,https://i.postimg.cc/5NY2mGtq/u2.jpg
Russia,Soviet Union,BMP-2,abandoned,7479,https://i.postimg.cc/BQzv1YB0/Screenshot-8238.png
Russia,Soviet Union,BMP-2,abandoned,7480,https://i.postimg.cc/tJM8dQNL/h77.png
Russia,Soviet Union,BMP-2,abandoned,7481,https://i.postimg.cc/zBg2tRx0/436.png
Russia,Soviet Union,BMP-2,abandoned,7482,https://i.postimg.cc/MGgQyPNn/ff22.png
Russia,Soviet Union,BMP-2,abandoned,7483,https://i.postimg.cc/DwqTZzsJ/aa5.jpg
Russia,Soviet Union,BMP-2,abandoned,7484,https://i.postimg.cc/15MCpgJd/3r5.png
Russia,Soviet Union,BMP-2,abandoned,7485,https://i.postimg.cc/qR49PRwf/5540.jpg
Russia,Soviet Union,BMP-2,abandoned,7486,https://i.postimg.cc/RZVFPVYR/465.png
Russia,Soviet Union,BMP-2,abandoned,7488,https://i.postimg.cc/rF84w7J1/fsl.png
Russia,Soviet Union,BMP-2K,abandoned,7507,https://i.postimg.cc/jSVTtfWY/aa4.jpg
Russia,Russia,BMP-3,abandoned,7525,https://i.postimg.cc/B66JMmRq/g55.jpg
Russia,Soviet Union,BMD-2,abandoned,7553,https://i.postimg.cc/hvdB25Hw/j2.jpg
Russia,Soviet Union,BMD-2,abandoned,7554,https://i.postimg.cc/xjLsrGfV/79.png
Russia,Soviet Union,BMD-2,abandoned,7555,https://i.postimg.cc/W4N1CS83/v1.png
Russia,Soviet Union,BMD-2,abandoned,7556,https://i.postimg.cc/R0G3QWB8/g6.jpg
Russia,Soviet Union,BMD-2,abandoned,7557,https://i.postimg.cc/yxkdsj2X/8879.jpg
Russia,Soviet Union,BMD-2,abandoned,7558,https://i.postimg.cc/5NVXwfjS/350.png
Russia,Soviet Union,BMD-2,abandoned,7559,https://i.postimg.cc/q7ynHGm8/r6.png
Russia,Russia,BMD-4M,abandoned,7591, https://i.postimg.cc/MZy05BrN/674.png 
Russia,Russia,BTR-82A,abandoned,7619,https://i.postimg.cc/j5kxgNCW/g66.jpg
Russia,Russia,BTR-82A,abandoned,7620,https://i.postimg.cc/J01GbYLL/bb2.png
Russia,Russia,BTR-82A,abandoned,7621,https://i.postimg.cc/bJDw1Gdq/46.png
Russia,Russia,BTR-82A,abandoned,7622,https://i.postimg.cc/Kc32fSfv/6658.png
Russia,Russia,BTR-82A,abandoned,7623,https://i.postimg.cc/25DqyNfS/55448.png
Russia,Russia,BTR-82A,abandoned,7624,https://i.postimg.cc/pLXYWb0d/49.png
Russia,Russia,BTR-82A,abandoned,7625,https://i.postimg.cc/d3ZQm1t0/rgg.png
Russia,Russia,BTR-82A,abandoned,7626,https://i.postimg.cc/MTnD6Msb/45.jpg
Russia,Soviet Union,BTR-80,abandoned,7657,https://i.postimg.cc/gcn1yNwd/h6.png
Russia,Soviet Union,BTR-80,abandoned,7658,https://i.postimg.cc/hGQ71FqT/h7.png
Russia,Soviet Union,BTR-80,abandoned,7659,https://i.postimg.cc/mrxdHDX8/43134.png
Russia,Soviet Union,BTR-80,abandoned,7660,https://i.postimg.cc/FRd1GGTm/f22.png
Russia,Soviet Union,BTR-80,abandoned,7661,https://i.postimg.cc/KjcSwP7f/579.png
Russia,Soviet Union,BTR-D,abandoned,7686,https://i.postimg.cc/W3rVnKRy/x1.jpg
Russia,Soviet Union,BTR-D,abandoned,7687,https://i.postimg.cc/nzH4n8F8/6659.jpg
Russia,Soviet Union,BTR-D,abandoned,7688,https://i.postimg.cc/cHHvDd1J/g7.jpg
Russia,Soviet Union,BTR-D,abandoned,7689,https://i.postimg.cc/Y9V7fHyY/j1.jpg
Russia,Soviet Union,BTR-D,abandoned,7690,https://i.postimg.cc/Vk3585Qr/547.png
Russia,Soviet Union,BTR-D,abandoned,7691,https://i.postimg.cc/Dy5GN1B5/jj8.jpg
Russia,Soviet Union,BTR-D,abandoned,7692,https://i.postimg.cc/P5grPQ3H/4fj.png
Russia,Soviet Union,BTR-D,abandoned,7693,https://i.postimg.cc/tRtkGhj9/54g.png
Russia,Russia,KamAZ-63968 'Typhoon',abandoned,7716,https://i.postimg.cc/Kjr4dzfx/t11.jpg
Russia,Russia,KamAZ-63968 'Typhoon',abandoned,7717,https://i.postimg.cc/brjsCbQm/t12.jpg
Russia,Russia,K-53949 Typhoon-K,abandoned,7721,https://i.postimg.cc/N0hp3Q4m/545.jpg
Russia,Russia,GAZ Tigr,abandoned,7725,https://i.postimg.cc/mDbvhs6S/n8.png
Russia,Russia,GAZ Tigr-M,abandoned,7745,https://i.postimg.cc/vZRf920n/t1.jpg
Russia,Russia,GAZ Tigr-M,abandoned,7746,https://i.postimg.cc/qv8nGcF5/t2.jpg
Russia,Russia,GAZ Tigr-M,abandoned,7747,https://i.postimg.cc/25GZskrd/t3.jpg
Russia,Italy,Iveco LMV 'Rys',abandoned,7775,https://i.postimg.cc/sDCqXTNg/Screenshot-8445.png
Russia,Russia,MP-2IM signals vehicle,abandoned,7777,https://i.postimg.cc/wM1CmTC8/b89.png
Russia,Russia,Barnaul-T 9С932-1 automated system for air defence units,abandoned,7778,https://i.postimg.cc/fTrQXZpK/g2.jpg
Russia,Russia,R-166-0.5 signals vehicle,abandoned,7782,https://i.postimg.cc/BQ3JL2hJ/g55.png
Russia,Russia,R-419L1 communications station,abandoned,7784,https://i.postimg.cc/HWF2jVg6/5588.png
Russia,Soviet Union,UR-77 'Meterorit' mine clearing vehicle,abandoned,7790,https://i.postimg.cc/rppvJs6P/jj.jpg
Russia,Soviet Union,IMR-2 combat engineering vehicle,abandoned,7802,https://i.postimg.cc/gkmWVDpv/336.png
Russia,Soviet Union,IMR-2 combat engineering vehicle,abandoned,7803,https://i.postimg.cc/Y2Jw09RD/684.png
Russia,Soviet Union,TMM-3 bridge layer,abandoned,7806,https://i.postimg.cc/C1DyRDFk/h89.jpg
Russia,Soviet Union,TMM-3 bridge layer,abandoned,7807,https://i.postimg.cc/rpPCMn2C/b89.png
Russia,Soviet Union,TMM-3 bridge layer,abandoned,7808,https://i.postimg.cc/85dm6pjK/44565.png
Russia,Soviet Union,PTS-3 tracked amphibious transport,abandoned,7818,https://i.postimg.cc/Z5VK9XR3/v77.png
Russia,Soviet Union,PTS-3 tracked amphibious transport,abandoned,7819,https://i.postimg.cc/DzNv6s1w/v88.png
Russia,Soviet Union,9M114 Kokon,abandoned,7849,https://i.postimg.cc/Qdw6LXPV/98u.png
Russia,Soviet Union,9M114 Kokon,abandoned,7850,https://i.postimg.cc/8PNsyDd1/3f.jpg
Russia,Soviet Union,120mm 2B16 Nona-K howitzer,abandoned,7862,https://i.postimg.cc/sfM2Rn9R/f13.png
Russia,Soviet Union,120mm 2B16 Nona-K howitzer,abandoned,7863,https://i.postimg.cc/5jcQqnzn/hhj.jpg
Russia,Soviet Union,122mm D-30 howitzer 2A18,abandoned,7866,https://i.postimg.cc/zXqyhypY/Screenshot-8404.png
Russia,Soviet Union,122mm D-30 howitzer 2A18,abandoned,7867,https://i.postimg.cc/DwP0wn1y/Screenshot-8485.png
Russia,Soviet Union,122mm D-30 howitzer 2A18,abandoned,7868,https://i.postimg.cc/Fs5rrPFD/g66.png
Russia,Soviet Union,152mm 2A65 Msta-B howitzer,abandoned,7879,https://i.postimg.cc/13CTS2R9/431f.png
Russia,Soviet Union,120mm 2S9 Nona,abandoned,7882,https://i.postimg.cc/KcgFMz7v/543.png
Russia,Soviet Union,122mm 2S1 Gvozdika,abandoned,7889,https://i.postimg.cc/qBYJLRq1/63.png 
Russia,Soviet Union,152mm 2S3 Akatsiya,abandoned,7894,https://i.postimg.cc/85D97Vs5/3v.png
Russia,Soviet Union,152mm 2S3 Akatsiya,abandoned,7895,https://i.postimg.cc/zD2FmSBx/j76.png
Russia,Soviet Union,152mm 2S3 Akatsiya,abandoned,7896,https://i.postimg.cc/Y9BBtK7d/470.png
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,7901,https://i.postimg.cc/Nf5WZ40V/32da.png
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,7903,https://i.postimg.cc/VkNQR04y/2r.jpg
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,7904,https://i.postimg.cc/Y08W5pnP/557723.png
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,7905,https://i.postimg.cc/SKkpzp7Z/aa2.jpg
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,7906,https://i.postimg.cc/LsDFt0xm/aa3.jpg
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,7907,https://i.postimg.cc/3NSNyzNR/ff3.jpg
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,7908,https://i.postimg.cc/YqhYV3pF/764.png
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,7909,https://i.postimg.cc/VvcXHJpv/d27.png
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,7910,https://i.postimg.cc/NFFhC8rz/3350.jpg
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,7916,https://i.postimg.cc/TwVtf4qx/5490.png
Russia,Soviet Union,122mm BM-21 'Grad',abandoned,7925,https://i.postimg.cc/1t68G6Ls/Screenshot-8400.png
Russia,Soviet Union,122mm BM-21 'Grad',abandoned,7926,https://i.postimg.cc/T3WhvbLL/v54.png
Russia,Soviet Union,122mm BM-21 'Grad',abandoned,7927,https://i.postimg.cc/3xDpBMBL/r44.png
Russia,Soviet Union,122mm BM-21 'Grad',abandoned,7928,https://i.postimg.cc/7Zxh5pRG/r45.png
Russia,Soviet Union,122mm BM-21 'Grad',abandoned,7929,https://i.postimg.cc/0QS7sKvJ/490.png
Russia,Russia,2K22M1 Tunguska,abandoned,7947,https://i.postimg.cc/BZ7r1kkf/3d2.png
Russia,Russia,2K22M1 Tunguska,abandoned,7948,https://i.postimg.cc/htLpLCsr/gw.png
Russia,Russia,2K22M1 Tunguska,abandoned,7949,https://i.postimg.cc/9MqLyHJZ/764.png
Russia,Russia,2K22M1 Tunguska,abandoned,7950,https://i.postimg.cc/Qt3jK6LJ/66577.png
Russia,Russia,2K22M1 Tunguska,abandoned,7951,https://i.postimg.cc/6pD3WrQj/gy67.png
Russia,Soviet Union,9K33 Osa,abandoned,7954,https://i.postimg.cc/PxkdsRX3/438.png
Russia,Soviet Union,9K33 Osa,abandoned,7955,https://i.postimg.cc/3RKjWRVn/6657.png
Russia,Soviet Union,9K35 Strela-10,abandoned,7958,https://i.postimg.cc/rmQmjFmn/542.png
Russia,Soviet Union,9K35 Strela-10,abandoned,7959,https://i.postimg.cc/FKXqgKZj/n8.jpg
Russia,Soviet Union,9K35 Strela-10,abandoned,7960,https://i.postimg.cc/gcVRwKgk/v56.png
Russia,Soviet Union,9A330 Tor TLAR (for 9K330 Tor-M),abandoned,7974,https://i.postimg.cc/8PS5zQYB/4310.png
Russia,Soviet Union,9A330 Tor TLAR (for 9K330 Tor-M),abandoned,7975,https://i.postimg.cc/mgHPxQR3/5k.png
Russia,Russia,9A331 TLAR (for 9K331 Tor-M1),abandoned,7979,https://i.postimg.cc/6pfMfZYj/f430.jpg
Russia,Russia,Pantsir-S1,abandoned,7984,https://i.postimg.cc/nc1WwSy5/f6.png
