country,origin,system,status,url
NA,Soviet Union,T-64BV,destroyed,https://i.postimg.cc/cLjxX33H/h8.png
NA,Soviet Union,T-72A,destroyed,https://i.postimg.cc/YSKxYwgj/12.jpg
NA,Soviet Union,T-72AV,destroyed,https://i.postimg.cc/jjbzC407/79p.jpg
NA,Soviet Union,T-72B,destroyed,https://i.postimg.cc/Jh06DJ2r/f33.png
NA,Russia,T-72B Obr. 1989,destroyed,https://i.postimg.cc/pLPPmDn5/7764.png
NA,Russia,T-72B3,destroyed,https://i.postimg.cc/cJyCvCjx/3d13.png
NA,Russia,T-72B3 Obr. 2016,destroyed,https://i.postimg.cc/zGvL43bp/553.png
NA,Soviet Union,T-80BV,captured,https://i.postimg.cc/02K6dR7P/ff4k.png 
NA,Russia,T-80U,captured,https://i.postimg.cc/sxG1jW4t/445.png
NA,Russia,T-80UK,captured,https://i.postimg.cc/jjbzC407/79p.jpg
NA,Russia,T-80BVM,captured,https://i.postimg.cc/9fgjmDf4/54g.png
NA,Russia,T-90A,captured,https://i.postimg.cc/kGp8z952/Screenshot-9133.png
NA,Russia,Unknown tank,captured,https://i.postimg.cc/QM37RfjJ/Screenshot-9134.png
NA,Soviet Union,T-64BV,destroyed,https://i.postimg.cc/RCtc2sB0/554.png
NA,Soviet Union,T-72A,destroyed,https://i.postimg.cc/26qYmmgL/668.png
NA,Soviet Union,T-72AV,destroyed,https://i.postimg.cc/43mvcd15/b1.png
NA,Soviet Union,T-72B,destroyed,https://i.postimg.cc/NMX1NzS2/b2.png
NA,Russia,T-72B Obr. 1989,destroyed,https://i.postimg.cc/7Z1483JC/4433.png
NA,Russia,T-72B3,destroyed,https://i.postimg.cc/vHXP8qy9/65.png
NA,Russia,T-72B3 Obr. 2016,destroyed,https://i.postimg.cc/Xvkd415C/gg6.jpg
NA,Soviet Union,T-80BV,destroyed,https://i.postimg.cc/0jNHTShm/542.png
NA,Russia,T-80U,destroyed,https://i.postimg.cc/FRqXfttT/436.png
NA,Russia,T-80UK,destroyed,https://i.postimg.cc/TPW4vs1n/212.png
NA,Russia,T-80BVM,destroyed,https://i.postimg.cc/bN5N8gjq/14.png
NA,Russia,T-90A,destroyed,https://i.postimg.cc/gkTGLLWz/985.png
NA,Russia,Unknown tank,destroyed,https://i.postimg.cc/mDcppvGx/1f7.png
NA,Soviet Union,BRM-1K,destroyed,https://i.postimg.cc/hPWjt8Fk/443.png
NA,Soviet Union,BMP-1Khs,destroyed,https://postimg.cc/9RNXMsXq
NA,Soviet Union,MT-LB,destroyed,https://i.postimg.cc/ydzX833d/f46.png
NA,Soviet Union,MT-LB with ZU-23 AA gun,destroyed,https://i.postimg.cc/BbPvL9ZN/hh7.jpg
NA,Soviet Union,MT-LBM 6MB,destroyed,https://i.postimg.cc/vm4hHy4D/f23a.png
NA,Soviet Union,MT-LB Ambulance,destroyed,https://i.postimg.cc/vTBYGndK/7760.png
NA,Soviet Union,MT-LBu,destroyed,https://i.postimg.cc/PfvwgJQJ/4f22.png
NA,Soviet Union,1V13 battery fire control center,destroyed,https://i.postimg.cc/jSsg42Dg/213.png
NA,Soviet Union,2S1 with ZU-23 AA gun,destroyed,https://i.postimg.cc/JhDwp7rZ/n8.png
NA,Soviet Union,9P149 Shturm-S ATGM carrier,destroyed,https://postimg.cc/XBC00RJW
NA,Russia,R-149MA1 unified command and staff vehicle,destroyed,https://i.postimg.cc/D0mKGMQ6/b1.png
NA,Russia,R-149MA3 command and staff vehicle,destroyed,https://i.postimg.cc/vTjwtt3s/b2.png
NA,Soviet Union,1V119 artillery battalion fire direction vehicle,destroyed,https://i.postimg.cc/1XWcgCn1/653g.jpg
NA,Russia,TZM-T reloader vehicle (for TOS-1A),destroyed,https://i.postimg.cc/ZqKnwD3v/f3hj.png
NA,Soviet Union,Unknown BTR-D/BMD-2,destroyed,https://i.postimg.cc/L4CtLwq7/32ff.png
NA,Russia,Unknown AFV,destroyed,https://postlmg.cc/jny01hRh
NA,Soviet Union,BMP-1(P),destroyed,https://i.postimg.cc/sxpLZX17/44f1.png
NA,Soviet Union,BMP-2,destroyed,https://i.postimg.cc/N06DGTH8/bmp2.png
NA,Soviet Union,BMP-2K,damaged,https://i.postimg.cc/vBy9TRg0/77699.png
NA,Russia,BMP-3,damaged,https://i.postimg.cc/XYyYKfsy/Screenshot-8236.png
NA,Soviet Union,BMD-2,damaged,https://i.postimg.cc/2jX5hmCS/u1.jpg
NA,Russia,BMD-4M,abandoned,https://i.postimg.cc/5NY2mGtq/u2.jpg
NA,Russia,BTR-82A,abandoned,https://i.postimg.cc/BQzv1YB0/Screenshot-8238.png
NA,Soviet Union,BTR-80,abandoned,https://i.postimg.cc/tJM8dQNL/h77.png
NA,Soviet Union,BTR-D,abandoned,https://i.postimg.cc/zBg2tRx0/436.png
NA,Soviet Union,BTR-ZD 'Skrezhet',abandoned,https://i.postimg.cc/MGgQyPNn/ff22.png
NA,Russia,BTR-MDM 'Rakushka',abandoned,https://i.postimg.cc/DwqTZzsJ/aa5.jpg
NA,Russia,KamAZ-63968 'Typhoon',abandoned,https://i.postimg.cc/15MCpgJd/3r5.png
NA,Russia,K-4386 Typhoon-VDV,abandoned,https://i.postimg.cc/qR49PRwf/5540.jpg
NA,Russia,K-53949 Typhoon-K,damaged,https://i.postimg.cc/RhxT6Pz9/663.png
NA,Russia,K-53949 'Linza',damaged,https://i.postimg.cc/rF84w7J1/fsl.png
NA,Russia,GAZ Tigr-M,captured,https://i.postimg.cc/T1HJcX0f/776.png
NA,Italy,Iveco LMV 'Rys',captured,https://i.postimg.cc/QtN7DcKC/559.png
NA,Russia,MP-2IM signals vehicle,captured,https://i.postimg.cc/Zn38wp9q/680.png
NA,Russia,Barnaul-T 9С932-1 automated system for air defence units,captured,https://i.postimg.cc/Gpj4tR0j/g45.png
NA,Russia,R-166-0.5 signals vehicle,captured,https://i.postimg.cc/Kjw7JqNY/4fh.png
NA,Russia,R-419L1 communications station,captured,https://i.postimg.cc/YqnQ7fv3/324.png
NA,Russia,Unknown communications station based on the KamAZ 6x6,captured,https://i.postimg.cc/0jqDtvcH/y6.png
NA,Russia,Unknown communications station,captured,https://i.postimg.cc/dtnX1m6x/mp.jpg
NA,Soviet Union,UR-77 'Meterorit' mine clearing vehicle,captured,https://i.postimg.cc/fRLP0tgT/mpp.png
NA,Soviet Union,GMZ-3 minelayer,captured,https://i.postimg.cc/zDWm7gjd/5g8.png
NA,Soviet Union,BAT-2 heavy engineering vehicle,captured,https://i.postimg.cc/R0xn75Sp/d130.png
NA,Soviet Union,BREM-1 armoured recovery vehicle,captured,https://i.postimg.cc/1zr5w3rW/g540.png
NA,Russia,BREM-K armoured recovery vehicle,captured,https://i.postimg.cc/DfsyWCT2/558.png
NA,Czech Republic,BREM-Ch ''BREM-4'' armoured recovery vehicle,captured,https://i.postimg.cc/KY8cWFwf/5800.png
NA,Russia,REM-KL armoured recovery vehicle,captured,https://i.postimg.cc/tJ0ZVgRD/6662.jpg
NA,Soviet Union,IMR-2 combat engineering vehicle,captured,https://i.postimg.cc/pVZrGVkh/Screenshot-9012.png
NA,Soviet Union,T-64BV,abandoned,https://i.postimg.cc/jSVTtfWY/aa4.jpg
NA,Soviet Union,T-64BV,destroyed,https://i.postimg.cc/ZRpWnkwZ/n89.png
NA,Soviet Union,T-72A,destroyed,https://i.postimg.cc/yxCSy6Dk/f6.png
NA,Soviet Union,T-72AV,destroyed,https://i.postimg.cc/Bv2RqWVx/j7.png
NA,Soviet Union,T-72B,destroyed,https://i.postimg.cc/zD9kdGPS/d2.png
NA,Russia,T-72B Obr. 1989,destroyed,https://postimg.cc/5Xczy0Gd
NA,Russia,T-72B3,destroyed,https://i.postimg.cc/nrTwmbpw/d56.png
NA,Russia,T-72B3 Obr. 2016,destroyed,https://i.postimg.cc/qvrzRPzd/d331.png
NA,Soviet Union,T-80BV,destroyed,https://i.postimg.cc/3RdFyFMH/r1.jpg
NA,Russia,T-80U,destroyed,https://i.postimg.cc/MHB05ZKP/r2.jpg
NA,Russia,T-80UK,damaged,https://i.postimg.cc/HxnCghHt/446.jpg
NA,Russia,T-80BVM,captured,https://i.postimg.cc/nzpCGZ4h/579.png
NA,Russia,T-90A,captured,https://i.postimg.cc/KYsHnvSn/38.png
NA,Russia,Unknown tank,captured,https://i.postimg.cc/gc3DsCqV/Screenshot-8343.png
NA,Soviet Union,BRM-1K,captured,https://i.postimg.cc/yYBTbLvw/Screenshot-8345.png
NA,Soviet Union,BMP-1Khs,captured,https://i.postimg.cc/hvXc8qJx/653.png
NA,Soviet Union,MT-LB,captured,https://i.postimg.cc/fLjQcz3R/51.jpg
NA,Soviet Union,MT-LB with ZU-23 AA gun,captured,https://i.postimg.cc/Ghw0nr5d/sfg.png
NA,Soviet Union,MT-LBM 6MB,captured,https://i.postimg.cc/Y90pN0MQ/d14g.png
NA,Soviet Union,T-64BV,destroyed,https://postimg.cc/9wdsG1Hh
NA,Soviet Union,T-72A,destroyed,https://i.postimg.cc/QtD182qg/tt6.jpg
NA,Soviet Union,T-72AV,destroyed,https://i.postimg.cc/pTY5BZzR/b7.png
NA,Soviet Union,T-72B,destroyed,https://i.postimg.cc/qqxLSbMj/f56.png
NA,Russia,T-72B Obr. 1989,captured,https://i.postimg.cc/k512QQRG/49.jpg
NA,Russia,T-72B3,destroyed,https://i.postimg.cc/gJjhXYsC/h9.jpg
NA,Russia,T-72B3 Obr. 2016,destroyed,https://i.postimg.cc/2yx8Q5mk/j5.jpg
NA,Soviet Union,T-80BV,destroyed,https://i.postimg.cc/44vdkWcD/j6.jpg
NA,Russia,T-80U,destroyed,https://i.postimg.cc/8Ptzsstw/j7.jpg
NA,Russia,T-80UK,destroyed,https://i.postimg.cc/mgk29Rn4/j8.jpg
NA,Russia,T-80BVM,destroyed,https://i.postimg.cc/8zYkB986/j9.jpg
NA,Russia,T-90A,destroyed,https://i.postimg.cc/N0qdzsNH/250.png
NA,Russia,Unknown tank,destroyed,https://i.postimg.cc/zXBnGNWH/54.jpg
NA,Soviet Union,BRM-1K,destroyed,https://i.postimg.cc/KYyhjSr2/36hj.png
NA,Soviet Union,BMP-1Khs,destroyed,https://i.postimg.cc/7PsrT3g9/3234.png
NA,Soviet Union,MT-LB,damaged,https://i.postimg.cc/hvdB25Hw/j2.jpg
NA,Soviet Union,MT-LB with ZU-23 AA gun,abandoned,https://i.postimg.cc/xjLsrGfV/79.png
NA,Soviet Union,MT-LBM 6MB,abandoned,https://i.postimg.cc/W4N1CS83/v1.png
NA,Soviet Union,MT-LB Ambulance,abandoned,https://i.postimg.cc/R0G3QWB8/g6.jpg
NA,Soviet Union,MT-LBu,abandoned,https://i.postimg.cc/yxkdsj2X/8879.jpg
NA,Soviet Union,1V13 battery fire control center,damaged,https://i.postimg.cc/MTmVp6Hz/c5.png
NA,Soviet Union,2S1 with ZU-23 AA gun,captured,https://i.postimg.cc/rssnsRcT/5799.png
NA,Soviet Union,9P149 Shturm-S ATGM carrier,captured,https://i.postimg.cc/bJrQTfV9/874.png
NA,Russia,R-149MA1 unified command and staff vehicle,captured,https://i.postimg.cc/85LwdnhZ/4566.png
NA,Russia,R-149MA3 command and staff vehicle,captured,https://i.postimg.cc/Qtcw1bHZ/Screenshot-8646.png
NA,Soviet Union,1V119 artillery battalion fire direction vehicle,captured,https://i.postimg.cc/2jXwxtBd/v98.png
NA,Russia,TZM-T reloader vehicle (for TOS-1A),captured,https://i.postimg.cc/bwvSFYcs/bu.jpg
NA,Soviet Union,Unknown BTR-D/BMD-2,captured,https://i.postimg.cc/LsYY2ysS/buu.jpg
NA,Russia,Unknown AFV,captured,https://i.postimg.cc/15tMSgMT/4f21.png
NA,Soviet Union,BMP-1(P),captured,https://i.postimg.cc/SKZ6rySG/j1.jpg
NA,Soviet Union,BMP-2,captured,https://i.postimg.cc/Sxf7n6H3/j2.jpg
NA,Soviet Union,BMP-2K,captured,https://i.postimg.cc/Cxhn6W6r/j10.jpg
NA,Russia,BMP-3,captured,https://i.postimg.cc/PqH9BJfW/f36.png
NA,Soviet Union,BMD-2,captured,https://i.postimg.cc/gjmQ4Pbz/ff1.png
NA,Russia,BMD-4M,captured,https://i.postimg.cc/1tcPVmD9/4435.jpg
NA,Russia,BTR-82A,captured,https://i.postimg.cc/ncLZMtrJ/g45.jpg
NA,Soviet Union,BTR-80,captured,https://i.postimg.cc/L8cMyYT9/44f.jpg
NA,Soviet Union,BTR-D,captured,https://i.postimg.cc/k4XpdWZb/665.jpg
NA,Soviet Union,BTR-ZD 'Skrezhet',captured,https://i.postimg.cc/wvHJQgCV/d8.jpg
NA,Russia,BTR-MDM 'Rakushka',captured,https://i.postimg.cc/CxQFG5Cj/4369.png
NA,Russia,KamAZ-63968 'Typhoon',captured,https://i.postimg.cc/qvRPW5Hf/42.png
NA,Russia,K-4386 Typhoon-VDV,captured,https://i.postimg.cc/Jh4jNvgF/43100.png
NA,Russia,K-53949 Typhoon-K,captured,https://i.postimg.cc/mkFD3yBJ/g3.png
NA,Soviet Union,T-64BV,destroyed,https://i.postimg.cc/gjmtWttx/548.png
NA,Soviet Union,T-72A,destroyed,https://i.postimg.cc/WpgjxFrw/356.png
NA,Soviet Union,T-72AV,destroyed,https://i.postimg.cc/VkZh32ty/31d1.png
NA,Soviet Union,T-72B,abandoned, https://i.postimg.cc/MZy05BrN/674.png 
NA,Russia,T-72B Obr. 1989,captured,https://i.postimg.cc/yxpPqbzX/f44.png
NA,Russia,T-72B3,captured,https://i.postimg.cc/rmQV5Mdk/7io.jpg
NA,Russia,T-72B3 Obr. 2016,captured,https://i.postimg.cc/KctKcZ6s/f6.jpg
NA,Soviet Union,T-80BV,captured,https://i.postimg.cc/RVd7t2bw/58.png
NA,Russia,T-80U,captured,https://i.postimg.cc/QdftqHCS/433.png
NA,Soviet Union,T-64BV,destroyed,https://i.postimg.cc/85gFCPXs/bb1.png
NA,Soviet Union,T-72A,destroyed,https://i.postimg.cc/kXQV46L8/gg5.jpg
NA,Soviet Union,T-72AV,destroyed,https://i.postimg.cc/fLfVC59M/o9.png
NA,Soviet Union,T-72B,destroyed,https://i.postimg.cc/T2mBfj1J/3rr.png
NA,Russia,T-72B Obr. 1989,destroyed,https://i.postimg.cc/rwBjMGCL/f45.png
NA,Russia,T-72B3,destroyed,https://i.postimg.cc/L6Y9kSnP/3d29.png
NA,Russia,T-72B3 Obr. 2016,destroyed,https://i.postimg.cc/MT1J21Pq/d21.jpg
NA,Soviet Union,T-80BV,destroyed,https://i.postimg.cc/Kzy5hDTG/4fs.png
NA,Russia,T-80U,destroyed,https://i.postimg.cc/VkFSjZ4p/46800.png
NA,Russia,T-80UK,destroyed,https://i.postimg.cc/sX6ZN5DV/43147.png
NA,Russia,T-80BVM,destroyed,https://i.postimg.cc/kXN80wNc/33215.png
NA,Russia,T-90A,abandoned,https://i.postimg.cc/J01GbYLL/bb2.png
NA,Russia,Unknown tank,abandoned,https://i.postimg.cc/bJDw1Gdq/46.png
NA,Soviet Union,BRM-1K,abandoned,https://i.postimg.cc/Kc32fSfv/6658.png
NA,Soviet Union,BMP-1Khs,abandoned,https://i.postimg.cc/25DqyNfS/55448.png
NA,Soviet Union,MT-LB,damaged,https://i.postimg.cc/j5kxgNCW/g66.jpg
NA,Soviet Union,MT-LB with ZU-23 AA gun,damaged,https://i.postimg.cc/BbS69p4N/66588.png
NA,Soviet Union,MT-LBM 6MB,captured,https://i.postimg.cc/vmkFs4Bx/4437.png
NA,Soviet Union,MT-LB Ambulance,captured,https://i.postimg.cc/jdHxdgRs/44f.png
NA,Soviet Union,MT-LBu,captured,https://i.postimg.cc/Y994gyQF/431.png
NA,Soviet Union,1V13 battery fire control center,captured,https://i.postimg.cc/Y994gyQF/431.png
NA,Soviet Union,2S1 with ZU-23 AA gun,captured,https://i.postimg.cc/TY2FGgMp/gg5.png
NA,Soviet Union,9P149 Shturm-S ATGM carrier,captured,https://i.postimg.cc/GpPxHgvr/65h.png
NA,Russia,R-149MA1 unified command and staff vehicle,captured,https://i.postimg.cc/qqFSQzs8/4f1f.png
NA,Soviet Union,T-64BV,destroyed,https://i.postimg.cc/Dwp3QN7Q/Screenshot-8275.png
NA,Soviet Union,T-72A,destroyed,https://i.postimg.cc/nzTPBQHM/n1.png
NA,Soviet Union,T-72AV,destroyed,https://i.postimg.cc/ZRMNRmvg/g433.jpg
NA,Soviet Union,T-72B,destroyed,https://postimg.cc/nMd2b4qs
NA,Russia,T-72B Obr. 1989,destroyed,https://i.postimg.cc/wj4RK6bb/235.png
NA,Russia,T-72B3,destroyed,https://i.postimg.cc/FF8stwCs/5g8.jpg
NA,Russia,T-72B3 Obr. 2016,destroyed,https://i.postimg.cc/dthr29YX/ddfg.jpg
NA,Soviet Union,T-80BV,destroyed,https://i.postimg.cc/02wsWV7w/dd1.png
NA,Russia,T-80U,destroyed,https://i.postimg.cc/BvQR3vq8/43g.png
NA,Russia,T-80UK,destroyed,https://i.postimg.cc/bvBXhTf2/b10.png
NA,Russia,T-80BVM,destroyed,https://postimg.cc/62KjMT2C
NA,Russia,T-90A,destroyed,https://i.postimg.cc/rs2PVZnz/b12.png
NA,Russia,Unknown tank,destroyed,https://i.postimg.cc/d0XfXVG2/b13.png
NA,Soviet Union,BRM-1K,destroyed,https://i.postimg.cc/wjT16cQp/f246.png
NA,Soviet Union,BMP-1Khs,abandoned,https://i.postimg.cc/gcn1yNwd/h6.png
NA,Soviet Union,MT-LB,abandoned,https://i.postimg.cc/hGQ71FqT/h7.png
NA,Soviet Union,MT-LB with ZU-23 AA gun,abandoned,https://i.postimg.cc/mrxdHDX8/43134.png
NA,Soviet Union,MT-LBM 6MB,damaged,https://i.postimg.cc/HsQGV9qw/nm.jpg
NA,Soviet Union,MT-LB Ambulance,captured,https://i.postimg.cc/cJCm25Z1/n2.png
NA,Soviet Union,MT-LBu,captured,https://i.postimg.cc/858P5L8g/Screenshot-8471.png
NA,Soviet Union,1V13 battery fire control center,captured,https://i.postimg.cc/qMBBzkFq/Screenshot-8469.png
NA,Soviet Union,2S1 with ZU-23 AA gun,captured,https://i.postimg.cc/8cymMnKf/4433.png
NA,Soviet Union,9P149 Shturm-S ATGM carrier,captured,https://i.postimg.cc/J7gs84ZC/456.png
NA,Russia,R-149MA1 unified command and staff vehicle,captured,https://i.postimg.cc/8krZNc9h/545.png
NA,Russia,R-149MA3 command and staff vehicle,captured,https://i.postimg.cc/pLJKZRL1/23.png
NA,Soviet Union,1V119 artillery battalion fire direction vehicle,captured,https://i.postimg.cc/15nsWPhH/67.png
NA,Russia,TZM-T reloader vehicle (for TOS-1A),captured,https://i.postimg.cc/MZY8btn5/4f77.png
NA,Soviet Union,Unknown BTR-D/BMD-2,captured,https://postimg.cc/9RpV5hjH
NA,Russia,Unknown AFV,captured,https://i.postimg.cc/0yN9bKkZ/3d13.png
NA,Soviet Union,BMP-1(P),captured,https://i.postimg.cc/9f4K0M1q/443f.png
NA,Soviet Union,BMP-2,captured,https://i.postimg.cc/XY0603X9/137.png
NA,Soviet Union,BMP-2K,captured,https://i.postimg.cc/4d5xY5FN/f2f.png
NA,Russia,BMP-3,captured,https://i.postimg.cc/D0dcmq67/69.jpg
NA,Soviet Union,BMD-2,captured,https://i.postimg.cc/qqpsFB3j/4313.png
NA,Soviet Union,T-64BV,destroyed,https://i.postimg.cc/J4crJP7d/46.png
NA,Soviet Union,T-72A,destroyed,https://i.postimg.cc/T2VG5ZJL/x3.jpg
NA,Soviet Union,T-72AV,destroyed,https://i.postimg.cc/hvBB3rct/x2.jpg
NA,Soviet Union,T-72B,destroyed,https://i.postimg.cc/kgBKhrFT/884.png
NA,Russia,T-72B Obr. 1989,destroyed,https://i.postimg.cc/v82r98q8/g54.jpg
NA,Russia,T-72B3,abandoned,https://i.postimg.cc/W3rVnKRy/x1.jpg
NA,Russia,T-72B3 Obr. 2016,abandoned,https://i.postimg.cc/nzH4n8F8/6659.jpg
NA,Soviet Union,T-80BV,abandoned,https://i.postimg.cc/cHHvDd1J/g7.jpg
NA,Russia,T-80U,abandoned,https://i.postimg.cc/Y9V7fHyY/j1.jpg
NA,Russia,T-80UK,abandoned,https://i.postimg.cc/Vk3585Qr/547.png
NA,Russia,T-80BVM,abandoned,https://i.postimg.cc/Dy5GN1B5/jj8.jpg
NA,Russia,T-90A,abandoned,https://i.postimg.cc/P5grPQ3H/4fj.png
NA,Russia,Unknown tank,abandoned,https://i.postimg.cc/tRtkGhj9/54g.png
NA,Soviet Union,BRM-1K,captured,https://i.postimg.cc/bN80m24w/6688.png
NA,Soviet Union,BMP-1Khs,captured,https://i.postimg.cc/dt5X2Dt3/Screenshot-8647.png
NA,Soviet Union,MT-LB,captured,https://i.postimg.cc/cC5Xg9fm/b77.jpg
NA,Soviet Union,MT-LB with ZU-23 AA gun,captured,https://i.postimg.cc/MpZ12bRZ/v7.jpg
NA,Soviet Union,MT-LBM 6MB,captured,https://i.postimg.cc/MK9vRkMx/vbb.jpg
NA,Soviet Union,MT-LB Ambulance,captured,https://i.postimg.cc/Bnsmsrsf/5426.png
NA,Soviet Union,MT-LBu,captured,https://i.postimg.cc/1tcPVmD9/4435.jpg
NA,Soviet Union,1V13 battery fire control center,captured,https://i.postimg.cc/R0wx2Ssc/44ff.jpg
NA,Soviet Union,2S1 with ZU-23 AA gun,captured,https://i.postimg.cc/43R2jzh3/441.png
NA,Soviet Union,9P149 Shturm-S ATGM carrier,captured,https://i.postimg.cc/VNsLBfRz/c2.png
NA,Soviet Union,T-64BV,captured,https://i.postimg.cc/5yGCVnLj/g42.jpg
NA,Soviet Union,T-64BV,captured,https://i.postimg.cc/fbrPchDx/bb78.png
NA,Soviet Union,T-72A,captured,https://i.postimg.cc/NFVY72Sw/g6.jpg
NA,Soviet Union,T-72AV,captured,https://i.postimg.cc/2y3rZ7Hw/g7.jpg
NA,Soviet Union,T-72B,captured,https://i.postimg.cc/Jnrcqk0T/7764.png
NA,Soviet Union,T-64BV,destroyed,https://i.postimg.cc/T2Sqz4Dw/h7.png
NA,Soviet Union,T-72A,captured,https://postlmg.cc/sGfMhkCN
NA,Soviet Union,T-72AV,captured,https://i.postimg.cc/8c2xJRvB/570.png
NA,Soviet Union,T-64BV,destroyed,https://i.postimg.cc/vTpj86LK/ff4.jpg
NA,Soviet Union,T-64BV,abandoned,https://i.postimg.cc/N0hp3Q4m/545.jpg
NA,Soviet Union,T-72A,captured,https://i.postimg.cc/63JHwmRH/5424.png
NA,Soviet Union,T-64BV,captured,https://i.postimg.cc/cLxqfKhH/52o.png
NA,Soviet Union,T-64BV,destroyed,https://i.postimg.cc/W1VpzFcv/5578.png
NA,Soviet Union,T-72A,destroyed,https://postimg.cc/f3bh0QRp
NA,Soviet Union,T-72AV,destroyed,https://i.postimg.cc/RFjRh5VD/776d.png
NA,Soviet Union,T-72B,destroyed,https://postimg.cc/jnsX0hVw
NA,Russia,T-72B Obr. 1989,destroyed,https://i.postimg.cc/26Q08q6c/m9.png
NA,Russia,T-72B3,destroyed,https://i.postimg.cc/XYsxrSnW/Screenshot-8293.png
NA,Russia,T-72B3 Obr. 2016,destroyed,https://i.postimg.cc/pVGgCB1P/449.png
NA,Soviet Union,T-80BV,destroyed,https://i.postimg.cc/5trrQyZ5/435.png
NA,Russia,T-80U,destroyed,https://i.postimg.cc/7YDqZt1H/4435.png
NA,Russia,T-80UK,destroyed,https://i.postimg.cc/d3jBDjhh/Screenshot-8448.png
NA,Russia,T-80BVM,destroyed,https://i.postimg.cc/RCcYydQJ/790.png
NA,Russia,T-90A,destroyed,https://i.postimg.cc/fTK9xgtM/47.png
NA,Russia,Unknown tank,destroyed,https://i.postimg.cc/Z52pQfkG/f8.png
NA,Soviet Union,BRM-1K,destroyed,https://i.postimg.cc/Kz7JyDzQ/5gj.png
NA,Soviet Union,BMP-1Khs,destroyed,https://i.postimg.cc/cH3pwwhk/43fhl.png
NA,Soviet Union,MT-LB,damaged,https://i.postimg.cc/ZKDrDbck/85.png
NA,Soviet Union,MT-LB with ZU-23 AA gun,abandoned,https://postimg.cc/KKD3Shmf
NA,Soviet Union,MT-LBM 6MB,captured,https://i.postimg.cc/JzBRKYtc/5j.png
NA,Soviet Union,MT-LB Ambulance,captured,https://i.postimg.cc/dVQxVhc7/58p.png
NA,Soviet Union,MT-LBu,captured,https://i.postimg.cc/BbVkvq1j/450.png
NA,Soviet Union,1V13 battery fire control center,captured,https://i.postimg.cc/TYnZsP1T/f1.png
NA,Soviet Union,2S1 with ZU-23 AA gun,captured,https://i.postimg.cc/X7HWmbHB/7762.png
NA,Soviet Union,9P149 Shturm-S ATGM carrier,captured,https://i.postimg.cc/sDRQNbwy/567.png
NA,Russia,R-149MA1 unified command and staff vehicle,captured,https://i.postimg.cc/DZysb6p8/41.png
NA,Russia,R-149MA3 command and staff vehicle,captured,https://i.postimg.cc/pL2jmr8d/3359.png
NA,Soviet Union,1V119 artillery battalion fire direction vehicle,captured,https://i.postimg.cc/gkpDYMB3/ff4.png
NA,Russia,TZM-T reloader vehicle (for TOS-1A),captured,https://i.postimg.cc/L5tqXF8f/4431.png
NA,Soviet Union,Unknown BTR-D/BMD-2,captured,https://i.postimg.cc/wB3Qr50G/7j.jpg
NA,Russia,Unknown AFV,captured,https://i.postimg.cc/9fgg8bGr/3f1.png
NA,Soviet Union,T-64BV,destroyed,https://i.postimg.cc/TPmCH0KS/ff2.png
NA,Soviet Union,T-72A,destroyed,https://i.postimg.cc/fyNCwrR4/Screenshot-8447.png
NA,Soviet Union,T-72AV,destroyed,https://i.postimg.cc/5y3npSgL/345.png
NA,Soviet Union,T-72B,destroyed,https://i.postimg.cc/cJnJnpW9/479.png
NA,Russia,T-72B Obr. 1989,abandoned,https://i.postimg.cc/sDCqXTNg/Screenshot-8445.png
NA,Russia,T-72B3,captured,https://i.postimg.cc/C5gfTFhF/680o.png
NA,Soviet Union,T-64BV,abandoned,https://i.postimg.cc/wM1CmTC8/b89.png
NA,Soviet Union,T-64BV,abandoned,https://i.postimg.cc/fTrQXZpK/g2.jpg
NA,Soviet Union,T-72A,captured,https://i.postimg.cc/PqBBRwbf/557.png
NA,Soviet Union,T-72AV,captured,https://i.postimg.cc/7ZVjPfT2/3217.png
NA,Soviet Union,T-64BV,destroyed,https://i.postimg.cc/65sVfNzw/57.png
NA,Soviet Union,T-72A,abandoned,https://i.postimg.cc/BQ3JL2hJ/g55.png
NA,Soviet Union,T-64BV,abandoned,https://i.postimg.cc/HWF2jVg6/5588.png
NA,Soviet Union,T-64BV,damaged,https://i.postimg.cc/DfxxKLnD/84.png
NA,Soviet Union,T-64BV,destroyed,https://i.postimg.cc/43B99JVP/57.png  
NA,Soviet Union,T-64BV,destroyed,https://i.postimg.cc/JnHjSKMn/d1g.png
NA,Soviet Union,T-72A,abandoned,https://i.postimg.cc/rppvJs6P/jj.jpg
NA,Soviet Union,T-72AV,captured,https://i.postimg.cc/cCYk2x7p/3v.png
NA,Soviet Union,T-72B,captured,https://i.postimg.cc/LsvJmvb8/d23.png
NA,Soviet Union,T-64BV,captured,https://i.postimg.cc/wTmtwnYL/f79.png
NA,Soviet Union,T-64BV,destroyed,https://i.postimg.cc/vmBPJS7W/5570.png
NA,Soviet Union,T-64BV,captured,https://i.postimg.cc/jjCsCJcK/4f1.png
NA,Soviet Union,T-64BV,captured,https://i.postimg.cc/mkmwnq7g/760.png
NA,Soviet Union,T-72A,captured,https://i.postimg.cc/QCTQ7QCg/Screenshot-8472.png
NA,Soviet Union,T-64BV,captured,https://i.postimg.cc/q7tSgdkM/f32.jpg
NA,Soviet Union,T-64BV,captured,https://i.postimg.cc/6QZqppsj/f8.png
NA,Soviet Union,T-64BV,destroyed,https://i.postimg.cc/xdbysNZ7/5548.png
