country,origin,system,status,matID,url
Russia,Soviet Union,T-64BV,destroyed,71,https://i.postimg.cc/B63LSk6q/431v.png
Russia,Soviet Union,T-64BV,destroyed,72,https://i.postimg.cc/vTVpDRV2/4fhh.png
Russia,Soviet Union,T-64BV,destroyed,73,https://i.postimg.cc/nLkXCgJk/5gk.png
Russia,Soviet Union,T-72A,destroyed,77,https://i.postimg.cc/Prr1LXqZ/58.png
Russia,Soviet Union,T-72A,destroyed,78,https://i.postimg.cc/mrQPXJDB/e1.png
Russia,Soviet Union,T-72AV,destroyed,714,https://i.postimg.cc/ry1y9kKp/588.png
Russia,Soviet Union,T-72AV,destroyed,715,https://i.postimg.cc/Dz9N71pg/f5j.png
Russia,Soviet Union,T-72B,destroyed,717,https://i.postimg.cc/1XwLVN2J/1366.png
Russia,Soviet Union,T-72B,destroyed,718,https://i.postimg.cc/PJyDTMvz/3f.png
Russia,Soviet Union,T-72B,destroyed,719,https://i.postimg.cc/nVC3Hb5N/v90.png
Russia,Soviet Union,T-72B,destroyed,720,https://i.postimg.cc/1z0hr1Ck/5gg.png
Russia,Soviet Union,T-72B,destroyed,721,https://i.postimg.cc/T1X85D34/443fp.png
Russia,Soviet Union,T-72B,destroyed,722,https://i.postimg.cc/q78RX85k/v43.png
Russia,Soviet Union,T-72B,destroyed,723,https://i.postimg.cc/7LsDvrGm/b900.png
Russia,Soviet Union,T-72B,destroyed,724,https://i.postimg.cc/258nmcdH/443l.png
Russia,Soviet Union,T-72B,destroyed,725,https://i.postimg.cc/zDKNSv0P/4431.png
Russia,Soviet Union,T-72B,destroyed,726,https://i.postimg.cc/1z9rmbky/6r.png
Russia,Soviet Union,T-72B,destroyed,727,https://i.postimg.cc/13Sh2Bf1/581.png
Russia,Soviet Union,T-72B,destroyed,728,https://i.postimg.cc/MZBT5zpG/380.png
Russia,Soviet Union,T-72B,destroyed,729,https://i.postimg.cc/4y1bhVKK/3588.png
Russia,Soviet Union,T-72B,destroyed,730,https://i.postimg.cc/LhdGMJ7x/7j0.jpg
Russia,Russia,T-72B Obr. 1989,destroyed,759,https://i.postimg.cc/VLBGh0Lz/3dd1.jpg
Russia,Russia,T-72B Obr. 1989,destroyed,760,https://i.postimg.cc/RhMrhxYT/90.png
Russia,Russia,T-72B Obr. 1989,destroyed,761,https://i.postimg.cc/qvxQ3f3b/f48.png
