country,origin,system,status,matID,url
Russia,Soviet Union,T-72B,abandoned,738,https://i.postimg.cc/8zz8WcH7/763.png
Russia,Soviet Union,T-72B,abandoned,739,https://i.postimg.cc/1tvs3GFY/470.png
Russia,Soviet Union,T-72B,abandoned,740,https://i.postimg.cc/sfLpFS54/4566.png
Russia,Soviet Union,T-72B,abandoned,741,https://i.postimg.cc/zv3Z8G8D/5570.png
Russia,Soviet Union,T-72B,abandoned,742,https://i.postimg.cc/QCL5TQsB/d24.png
Russia,Soviet Union,T-72B,abandoned,743,https://i.postimg.cc/KzgLWJ4m/341.png
Russia,Russia,T-72B Obr. 1989,abandoned,771,https://i.postimg.cc/rsFyfrR7/h8.png
Russia,Russia,T-72B Obr. 1989,abandoned,772,https://i.postimg.cc/6qVQKzjC/4t.png
Russia,Russia,T-72B Obr. 1989,abandoned,773,https://i.postimg.cc/CLJ0n115/490.png
Russia,Russia,T-72B3,abandoned,792,https://i.postimg.cc/fLmkGMYm/5g6.png
Russia,Russia,T-72B3,abandoned,793,https://i.postimg.cc/4Nvz1J9Q/42.png
Russia,Russia,T-72B3,abandoned,794,https://i.postimg.cc/9Q0cgWhd/3dh0.png
Russia,Russia,T-72B3,abandoned,795,https://i.postimg.cc/sDXVZcxD/d31.png
Russia,Russia,T-72B3 Obr. 2016,abandoned,7139,https://i.postimg.cc/44PbCC3z/v44.png
Russia,Russia,T-72B3 Obr. 2016,abandoned,7140,https://i.postimg.cc/c6ysfCQt/c9.png
Russia,Russia,T-72B3 Obr. 2016,abandoned,7141,https://i.postimg.cc/prkfqWMs/b4.jpg
Russia,Russia,T-72B3 Obr. 2016,abandoned,7142,https://i.postimg.cc/brDMR83Y/d4g.png
Russia,Russia,T-72B3 Obr. 2016,abandoned,7143,https://i.postimg.cc/G3jxcQTv/b55.jpg
Russia,Russia,T-72B3 Obr. 2016,abandoned,7144,https://i.postimg.cc/R0cYJJNJ/221.jpg
Russia,Russia,T-72B3 Obr. 2016,abandoned,7145,https://i.postimg.cc/Kjsphnsw/223.jpg
Russia,Soviet Union,T-80BV,abandoned,7181,https://i.postimg.cc/fbx3fPBg/665f.jpg
Russia,Soviet Union,T-80BV,abandoned,7182,https://i.postimg.cc/X7GD7K2Y/h66.jpg
Russia,Russia,T-80U,abandoned,7191,https://i.postimg.cc/2Src3YPH/b67.png
Russia,Russia,T-80U,abandoned,7193,https://i.postimg.cc/Bb1f2rCj/b8.jpg
Russia,Russia,T-80U,abandoned,7194,https://i.postimg.cc/8Ck7L8Zk/m88.png
Russia,Russia,T-80U,abandoned,7195,https://i.postimg.cc/L6bcSj1H/77633.png
Russia,Russia,T-80U,abandoned,7196,https://i.postimg.cc/Y0bvnMbC/l8.png
Russia,Russia,T-80U,abandoned,7197,https://i.postimg.cc/6pZrMGJj/5554.png
Russia,Russia,T-80U,abandoned,7198,https://i.postimg.cc/fT1zwVth/l2.png
Russia,Russia,T-80U,abandoned,7199,https://i.postimg.cc/Kjw2vWY5/l3.png
Russia,Russia,T-80U,abandoned,7200,https://i.postimg.cc/prNhDTGN/n77.png 
Russia,Russia,T-80U,abandoned,7201,https://i.postimg.cc/90L44nrM/f58.png
Russia,Russia,T-80U,abandoned,7202,https://i.postimg.cc/mg84T7cL/4g.jpg
